"entity_key","date","year","year_season","year_quarter","year_month","year_week","season_number","season","season_de","season_einkauf","month","week","day_of_month","day_of_week","day_name","month_name","last_day_of_month","last_day_of_week","business_day","working_days","next_ship_day"
2398,2018-07-25,2018,"2018-2-FW","2018-Q3","2018-07","2018-30",2,FW,HW,HW18,7,30,25,3,Wednesday,July     ,2018-07-31,2018-07-29,2018-07-25,1,2018-07-26
2399,2018-07-26,2018,"2018-2-FW","2018-Q3","2018-07","2018-30",2,FW,HW,HW18,7,30,26,4,Thursday ,July     ,2018-07-31,2018-07-29,2018-07-26,1,2018-07-27
2400,2018-07-27,2018,"2018-2-FW","2018-Q3","2018-07","2018-30",2,FW,HW,HW18,7,30,27,5,Friday   ,July     ,2018-07-31,2018-07-29,2018-07-27,1,2018-07-30
2401,2018-07-28,2018,"2018-2-FW","2018-Q3","2018-07","2018-30",2,FW,HW,HW18,7,30,28,6,Saturday ,July     ,2018-07-31,2018-07-29,2018-07-30,0,2018-07-30
2402,2018-07-29,2018,"2018-2-FW","2018-Q3","2018-07","2018-30",2,FW,HW,HW18,7,30,29,7,Sunday   ,July     ,2018-07-31,2018-07-29,2018-07-30,0,2018-07-30
2403,2018-07-30,2018,"2018-2-FW","2018-Q3","2018-07","2018-31",2,FW,HW,HW18,7,31,30,1,Monday   ,July     ,2018-07-31,2018-08-05,2018-07-30,1,2018-07-31
2404,2018-07-31,2018,"2018-2-FW","2018-Q3","2018-07","2018-31",2,FW,HW,HW18,7,31,31,2,Tuesday  ,July     ,2018-07-31,2018-08-05,2018-07-31,1,2018-08-01
2405,2018-08-01,2018,"2018-2-FW","2018-Q3","2018-08","2018-31",2,FW,HW,HW18,8,31,1,3,Wednesday,August   ,2018-08-31,2018-08-05,2018-08-01,1,2018-08-02
2406,2018-08-02,2018,"2018-2-FW","2018-Q3","2018-08","2018-31",2,FW,HW,HW18,8,31,2,4,Thursday ,August   ,2018-08-31,2018-08-05,2018-08-02,1,2018-08-03
2407,2018-08-03,2018,"2018-2-FW","2018-Q3","2018-08","2018-31",2,FW,HW,HW18,8,31,3,5,Friday   ,August   ,2018-08-31,2018-08-05,2018-08-03,1,2018-08-06
2408,2018-08-04,2018,"2018-2-FW","2018-Q3","2018-08","2018-31",2,FW,HW,HW18,8,31,4,6,Saturday ,August   ,2018-08-31,2018-08-05,2018-08-06,0,2018-08-06
2409,2018-08-05,2018,"2018-2-FW","2018-Q3","2018-08","2018-31",2,FW,HW,HW18,8,31,5,7,Sunday   ,August   ,2018-08-31,2018-08-05,2018-08-06,0,2018-08-06
2410,2018-08-06,2018,"2018-2-FW","2018-Q3","2018-08","2018-32",2,FW,HW,HW18,8,32,6,1,Monday   ,August   ,2018-08-31,2018-08-12,2018-08-06,1,2018-08-07
2411,2018-08-07,2018,"2018-2-FW","2018-Q3","2018-08","2018-32",2,FW,HW,HW18,8,32,7,2,Tuesday  ,August   ,2018-08-31,2018-08-12,2018-08-07,1,2018-08-08
2412,2018-08-08,2018,"2018-2-FW","2018-Q3","2018-08","2018-32",2,FW,HW,HW18,8,32,8,3,Wednesday,August   ,2018-08-31,2018-08-12,2018-08-08,1,2018-08-09
2413,2018-08-09,2018,"2018-2-FW","2018-Q3","2018-08","2018-32",2,FW,HW,HW18,8,32,9,4,Thursday ,August   ,2018-08-31,2018-08-12,2018-08-09,1,2018-08-10
2414,2018-08-10,2018,"2018-2-FW","2018-Q3","2018-08","2018-32",2,FW,HW,HW18,8,32,10,5,Friday   ,August   ,2018-08-31,2018-08-12,2018-08-10,1,2018-08-13
2415,2018-08-11,2018,"2018-2-FW","2018-Q3","2018-08","2018-32",2,FW,HW,HW18,8,32,11,6,Saturday ,August   ,2018-08-31,2018-08-12,2018-08-13,0,2018-08-13
2416,2018-08-12,2018,"2018-2-FW","2018-Q3","2018-08","2018-32",2,FW,HW,HW18,8,32,12,7,Sunday   ,August   ,2018-08-31,2018-08-12,2018-08-13,0,2018-08-13
2417,2018-08-13,2018,"2018-2-FW","2018-Q3","2018-08","2018-33",2,FW,HW,HW18,8,33,13,1,Monday   ,August   ,2018-08-31,2018-08-19,2018-08-13,1,2018-08-14
2418,2018-08-14,2018,"2018-2-FW","2018-Q3","2018-08","2018-33",2,FW,HW,HW18,8,33,14,2,Tuesday  ,August   ,2018-08-31,2018-08-19,2018-08-14,1,2018-08-15
2419,2018-08-15,2018,"2018-2-FW","2018-Q3","2018-08","2018-33",2,FW,HW,HW18,8,33,15,3,Wednesday,August   ,2018-08-31,2018-08-19,2018-08-15,1,2018-08-16
2420,2018-08-16,2018,"2018-2-FW","2018-Q3","2018-08","2018-33",2,FW,HW,HW18,8,33,16,4,Thursday ,August   ,2018-08-31,2018-08-19,2018-08-16,1,2018-08-17
2421,2018-08-17,2018,"2018-2-FW","2018-Q3","2018-08","2018-33",2,FW,HW,HW18,8,33,17,5,Friday   ,August   ,2018-08-31,2018-08-19,2018-08-17,1,2018-08-20
2422,2018-08-18,2018,"2018-2-FW","2018-Q3","2018-08","2018-33",2,FW,HW,HW18,8,33,18,6,Saturday ,August   ,2018-08-31,2018-08-19,2018-08-20,0,2018-08-20
2423,2018-08-19,2018,"2018-2-FW","2018-Q3","2018-08","2018-33",2,FW,HW,HW18,8,33,19,7,Sunday   ,August   ,2018-08-31,2018-08-19,2018-08-20,0,2018-08-20
2424,2018-08-20,2018,"2018-2-FW","2018-Q3","2018-08","2018-34",2,FW,HW,HW18,8,34,20,1,Monday   ,August   ,2018-08-31,2018-08-26,2018-08-20,1,2018-08-21
2425,2018-08-21,2018,"2018-2-FW","2018-Q3","2018-08","2018-34",2,FW,HW,HW18,8,34,21,2,Tuesday  ,August   ,2018-08-31,2018-08-26,2018-08-21,1,2018-08-22
2426,2018-08-22,2018,"2018-2-FW","2018-Q3","2018-08","2018-34",2,FW,HW,HW18,8,34,22,3,Wednesday,August   ,2018-08-31,2018-08-26,2018-08-22,1,2018-08-23
2427,2018-08-23,2018,"2018-2-FW","2018-Q3","2018-08","2018-34",2,FW,HW,HW18,8,34,23,4,Thursday ,August   ,2018-08-31,2018-08-26,2018-08-23,1,2018-08-24
2428,2018-08-24,2018,"2018-2-FW","2018-Q3","2018-08","2018-34",2,FW,HW,HW18,8,34,24,5,Friday   ,August   ,2018-08-31,2018-08-26,2018-08-24,1,2018-08-27
2429,2018-08-25,2018,"2018-2-FW","2018-Q3","2018-08","2018-34",2,FW,HW,HW18,8,34,25,6,Saturday ,August   ,2018-08-31,2018-08-26,2018-08-27,0,2018-08-27
2430,2018-08-26,2018,"2018-2-FW","2018-Q3","2018-08","2018-34",2,FW,HW,HW18,8,34,26,7,Sunday   ,August   ,2018-08-31,2018-08-26,2018-08-27,0,2018-08-27
2431,2018-08-27,2018,"2018-2-FW","2018-Q3","2018-08","2018-35",2,FW,HW,HW18,8,35,27,1,Monday   ,August   ,2018-08-31,2018-09-02,2018-08-27,1,2018-08-28
2432,2018-08-28,2018,"2018-2-FW","2018-Q3","2018-08","2018-35",2,FW,HW,HW18,8,35,28,2,Tuesday  ,August   ,2018-08-31,2018-09-02,2018-08-28,1,2018-08-29
2433,2018-08-29,2018,"2018-2-FW","2018-Q3","2018-08","2018-35",2,FW,HW,HW18,8,35,29,3,Wednesday,August   ,2018-08-31,2018-09-02,2018-08-29,1,2018-08-30
2434,2018-08-30,2018,"2018-2-FW","2018-Q3","2018-08","2018-35",2,FW,HW,HW18,8,35,30,4,Thursday ,August   ,2018-08-31,2018-09-02,2018-08-30,1,2018-08-31
2435,2018-08-31,2018,"2018-2-FW","2018-Q3","2018-08","2018-35",2,FW,HW,HW18,8,35,31,5,Friday   ,August   ,2018-08-31,2018-09-02,2018-08-31,1,2018-09-03
2436,2018-09-01,2018,"2018-2-FW","2018-Q3","2018-09","2018-35",2,FW,HW,HW18,9,35,1,6,Saturday ,September,2018-09-30,2018-09-02,2018-09-03,0,2018-09-03
2437,2018-09-02,2018,"2018-2-FW","2018-Q3","2018-09","2018-35",2,FW,HW,HW18,9,35,2,7,Sunday   ,September,2018-09-30,2018-09-02,2018-09-03,0,2018-09-03
2438,2018-09-03,2018,"2018-2-FW","2018-Q3","2018-09","2018-36",2,FW,HW,HW18,9,36,3,1,Monday   ,September,2018-09-30,2018-09-09,2018-09-03,1,2018-09-04
2439,2018-09-04,2018,"2018-2-FW","2018-Q3","2018-09","2018-36",2,FW,HW,HW18,9,36,4,2,Tuesday  ,September,2018-09-30,2018-09-09,2018-09-04,1,2018-09-05
2440,2018-09-05,2018,"2018-2-FW","2018-Q3","2018-09","2018-36",2,FW,HW,HW18,9,36,5,3,Wednesday,September,2018-09-30,2018-09-09,2018-09-05,1,2018-09-06
2441,2018-09-06,2018,"2018-2-FW","2018-Q3","2018-09","2018-36",2,FW,HW,HW18,9,36,6,4,Thursday ,September,2018-09-30,2018-09-09,2018-09-06,1,2018-09-07
2442,2018-09-07,2018,"2018-2-FW","2018-Q3","2018-09","2018-36",2,FW,HW,HW18,9,36,7,5,Friday   ,September,2018-09-30,2018-09-09,2018-09-07,1,2018-09-10
2443,2018-09-08,2018,"2018-2-FW","2018-Q3","2018-09","2018-36",2,FW,HW,HW18,9,36,8,6,Saturday ,September,2018-09-30,2018-09-09,2018-09-10,0,2018-09-10
2444,2018-09-09,2018,"2018-2-FW","2018-Q3","2018-09","2018-36",2,FW,HW,HW18,9,36,9,7,Sunday   ,September,2018-09-30,2018-09-09,2018-09-10,0,2018-09-10
2445,2018-09-10,2018,"2018-2-FW","2018-Q3","2018-09","2018-37",2,FW,HW,HW18,9,37,10,1,Monday   ,September,2018-09-30,2018-09-16,2018-09-10,1,2018-09-11
2446,2018-09-11,2018,"2018-2-FW","2018-Q3","2018-09","2018-37",2,FW,HW,HW18,9,37,11,2,Tuesday  ,September,2018-09-30,2018-09-16,2018-09-11,1,2018-09-12
2447,2018-09-12,2018,"2018-2-FW","2018-Q3","2018-09","2018-37",2,FW,HW,HW18,9,37,12,3,Wednesday,September,2018-09-30,2018-09-16,2018-09-12,1,2018-09-13
2448,2018-09-13,2018,"2018-2-FW","2018-Q3","2018-09","2018-37",2,FW,HW,HW18,9,37,13,4,Thursday ,September,2018-09-30,2018-09-16,2018-09-13,1,2018-09-14
2449,2018-09-14,2018,"2018-2-FW","2018-Q3","2018-09","2018-37",2,FW,HW,HW18,9,37,14,5,Friday   ,September,2018-09-30,2018-09-16,2018-09-14,1,2018-09-17
2450,2018-09-15,2018,"2018-2-FW","2018-Q3","2018-09","2018-37",2,FW,HW,HW18,9,37,15,6,Saturday ,September,2018-09-30,2018-09-16,2018-09-17,0,2018-09-17
2451,2018-09-16,2018,"2018-2-FW","2018-Q3","2018-09","2018-37",2,FW,HW,HW18,9,37,16,7,Sunday   ,September,2018-09-30,2018-09-16,2018-09-17,0,2018-09-17
2452,2018-09-17,2018,"2018-2-FW","2018-Q3","2018-09","2018-38",2,FW,HW,HW18,9,38,17,1,Monday   ,September,2018-09-30,2018-09-23,2018-09-17,1,2018-09-18
2453,2018-09-18,2018,"2018-2-FW","2018-Q3","2018-09","2018-38",2,FW,HW,HW18,9,38,18,2,Tuesday  ,September,2018-09-30,2018-09-23,2018-09-18,1,2018-09-19
2454,2018-09-19,2018,"2018-2-FW","2018-Q3","2018-09","2018-38",2,FW,HW,HW18,9,38,19,3,Wednesday,September,2018-09-30,2018-09-23,2018-09-19,1,2018-09-20
2455,2018-09-20,2018,"2018-2-FW","2018-Q3","2018-09","2018-38",2,FW,HW,HW18,9,38,20,4,Thursday ,September,2018-09-30,2018-09-23,2018-09-20,1,2018-09-21
2456,2018-09-21,2018,"2018-2-FW","2018-Q3","2018-09","2018-38",2,FW,HW,HW18,9,38,21,5,Friday   ,September,2018-09-30,2018-09-23,2018-09-21,1,2018-09-24
2457,2018-09-22,2018,"2018-2-FW","2018-Q3","2018-09","2018-38",2,FW,HW,HW18,9,38,22,6,Saturday ,September,2018-09-30,2018-09-23,2018-09-24,0,2018-09-24
2458,2018-09-23,2018,"2018-2-FW","2018-Q3","2018-09","2018-38",2,FW,HW,HW18,9,38,23,7,Sunday   ,September,2018-09-30,2018-09-23,2018-09-24,0,2018-09-24
2459,2018-09-24,2018,"2018-2-FW","2018-Q3","2018-09","2018-39",2,FW,HW,HW18,9,39,24,1,Monday   ,September,2018-09-30,2018-09-30,2018-09-24,1,2018-09-25
2460,2018-09-25,2018,"2018-2-FW","2018-Q3","2018-09","2018-39",2,FW,HW,HW18,9,39,25,2,Tuesday  ,September,2018-09-30,2018-09-30,2018-09-25,1,2018-09-26
2461,2018-09-26,2018,"2018-2-FW","2018-Q3","2018-09","2018-39",2,FW,HW,HW18,9,39,26,3,Wednesday,September,2018-09-30,2018-09-30,2018-09-26,1,2018-09-27
2462,2018-09-27,2018,"2018-2-FW","2018-Q3","2018-09","2018-39",2,FW,HW,HW18,9,39,27,4,Thursday ,September,2018-09-30,2018-09-30,2018-09-27,1,2018-09-28
2463,2018-09-28,2018,"2018-2-FW","2018-Q3","2018-09","2018-39",2,FW,HW,HW18,9,39,28,5,Friday   ,September,2018-09-30,2018-09-30,2018-09-28,1,2018-10-01
2464,2018-09-29,2018,"2018-2-FW","2018-Q3","2018-09","2018-39",2,FW,HW,HW18,9,39,29,6,Saturday ,September,2018-09-30,2018-09-30,2018-10-01,0,2018-10-01
2465,2018-09-30,2018,"2018-2-FW","2018-Q3","2018-09","2018-39",2,FW,HW,HW18,9,39,30,7,Sunday   ,September,2018-09-30,2018-09-30,2018-10-01,0,2018-10-01
2466,2018-10-01,2018,"2018-2-FW","2018-Q4","2018-10","2018-40",2,FW,HW,HW18,10,40,1,1,Monday   ,October  ,2018-10-31,2018-10-07,2018-10-01,1,2018-10-02
2467,2018-10-02,2018,"2018-2-FW","2018-Q4","2018-10","2018-40",2,FW,HW,HW18,10,40,2,2,Tuesday  ,October  ,2018-10-31,2018-10-07,2018-10-02,1,2018-10-04
2468,2018-10-03,2018,"2018-2-FW","2018-Q4","2018-10","2018-40",2,FW,HW,HW18,10,40,3,3,Wednesday,October  ,2018-10-31,2018-10-07,2018-10-04,0,2018-10-04
2469,2018-10-04,2018,"2018-2-FW","2018-Q4","2018-10","2018-40",2,FW,HW,HW18,10,40,4,4,Thursday ,October  ,2018-10-31,2018-10-07,2018-10-04,1,2018-10-05
2470,2018-10-05,2018,"2018-2-FW","2018-Q4","2018-10","2018-40",2,FW,HW,HW18,10,40,5,5,Friday   ,October  ,2018-10-31,2018-10-07,2018-10-05,1,2018-10-08
2471,2018-10-06,2018,"2018-2-FW","2018-Q4","2018-10","2018-40",2,FW,HW,HW18,10,40,6,6,Saturday ,October  ,2018-10-31,2018-10-07,2018-10-08,0,2018-10-08
2472,2018-10-07,2018,"2018-2-FW","2018-Q4","2018-10","2018-40",2,FW,HW,HW18,10,40,7,7,Sunday   ,October  ,2018-10-31,2018-10-07,2018-10-08,0,2018-10-08
2473,2018-10-08,2018,"2018-2-FW","2018-Q4","2018-10","2018-41",2,FW,HW,HW18,10,41,8,1,Monday   ,October  ,2018-10-31,2018-10-14,2018-10-08,1,2018-10-09
2474,2018-10-09,2018,"2018-2-FW","2018-Q4","2018-10","2018-41",2,FW,HW,HW18,10,41,9,2,Tuesday  ,October  ,2018-10-31,2018-10-14,2018-10-09,1,2018-10-10
2475,2018-10-10,2018,"2018-2-FW","2018-Q4","2018-10","2018-41",2,FW,HW,HW18,10,41,10,3,Wednesday,October  ,2018-10-31,2018-10-14,2018-10-10,1,2018-10-11
2476,2018-10-11,2018,"2018-2-FW","2018-Q4","2018-10","2018-41",2,FW,HW,HW18,10,41,11,4,Thursday ,October  ,2018-10-31,2018-10-14,2018-10-11,1,2018-10-12
2477,2018-10-12,2018,"2018-2-FW","2018-Q4","2018-10","2018-41",2,FW,HW,HW18,10,41,12,5,Friday   ,October  ,2018-10-31,2018-10-14,2018-10-12,1,2018-10-15
2478,2018-10-13,2018,"2018-2-FW","2018-Q4","2018-10","2018-41",2,FW,HW,HW18,10,41,13,6,Saturday ,October  ,2018-10-31,2018-10-14,2018-10-15,0,2018-10-15
2479,2018-10-14,2018,"2018-2-FW","2018-Q4","2018-10","2018-41",2,FW,HW,HW18,10,41,14,7,Sunday   ,October  ,2018-10-31,2018-10-14,2018-10-15,0,2018-10-15
2480,2018-10-15,2018,"2018-2-FW","2018-Q4","2018-10","2018-42",2,FW,HW,HW18,10,42,15,1,Monday   ,October  ,2018-10-31,2018-10-21,2018-10-15,1,2018-10-16
2481,2018-10-16,2018,"2018-2-FW","2018-Q4","2018-10","2018-42",2,FW,HW,HW18,10,42,16,2,Tuesday  ,October  ,2018-10-31,2018-10-21,2018-10-16,1,2018-10-17
2482,2018-10-17,2018,"2018-2-FW","2018-Q4","2018-10","2018-42",2,FW,HW,HW18,10,42,17,3,Wednesday,October  ,2018-10-31,2018-10-21,2018-10-17,1,2018-10-18
2483,2018-10-18,2018,"2018-2-FW","2018-Q4","2018-10","2018-42",2,FW,HW,HW18,10,42,18,4,Thursday ,October  ,2018-10-31,2018-10-21,2018-10-18,1,2018-10-19
2484,2018-10-19,2018,"2018-2-FW","2018-Q4","2018-10","2018-42",2,FW,HW,HW18,10,42,19,5,Friday   ,October  ,2018-10-31,2018-10-21,2018-10-19,1,2018-10-22
2485,2018-10-20,2018,"2018-2-FW","2018-Q4","2018-10","2018-42",2,FW,HW,HW18,10,42,20,6,Saturday ,October  ,2018-10-31,2018-10-21,2018-10-22,0,2018-10-22
2486,2018-10-21,2018,"2018-2-FW","2018-Q4","2018-10","2018-42",2,FW,HW,HW18,10,42,21,7,Sunday   ,October  ,2018-10-31,2018-10-21,2018-10-22,0,2018-10-22
2487,2018-10-22,2018,"2018-2-FW","2018-Q4","2018-10","2018-43",2,FW,HW,HW18,10,43,22,1,Monday   ,October  ,2018-10-31,2018-10-28,2018-10-22,1,2018-10-23
2488,2018-10-23,2018,"2018-2-FW","2018-Q4","2018-10","2018-43",2,FW,HW,HW18,10,43,23,2,Tuesday  ,October  ,2018-10-31,2018-10-28,2018-10-23,1,2018-10-24
2489,2018-10-24,2018,"2018-2-FW","2018-Q4","2018-10","2018-43",2,FW,HW,HW18,10,43,24,3,Wednesday,October  ,2018-10-31,2018-10-28,2018-10-24,1,2018-10-25
2490,2018-10-25,2018,"2018-2-FW","2018-Q4","2018-10","2018-43",2,FW,HW,HW18,10,43,25,4,Thursday ,October  ,2018-10-31,2018-10-28,2018-10-25,1,2018-10-26
2491,2018-10-26,2018,"2018-2-FW","2018-Q4","2018-10","2018-43",2,FW,HW,HW18,10,43,26,5,Friday   ,October  ,2018-10-31,2018-10-28,2018-10-26,1,2018-10-29
2492,2018-10-27,2018,"2018-2-FW","2018-Q4","2018-10","2018-43",2,FW,HW,HW18,10,43,27,6,Saturday ,October  ,2018-10-31,2018-10-28,2018-10-29,0,2018-10-29
2493,2018-10-28,2018,"2018-2-FW","2018-Q4","2018-10","2018-43",2,FW,HW,HW18,10,43,28,7,Sunday   ,October  ,2018-10-31,2018-10-28,2018-10-29,0,2018-10-29
2494,2018-10-29,2018,"2018-2-FW","2018-Q4","2018-10","2018-44",2,FW,HW,HW18,10,44,29,1,Monday   ,October  ,2018-10-31,2018-11-04,2018-10-29,1,2018-10-30
2495,2018-10-30,2018,"2018-2-FW","2018-Q4","2018-10","2018-44",2,FW,HW,HW18,10,44,30,2,Tuesday  ,October  ,2018-10-31,2018-11-04,2018-10-30,1,2018-10-31
2496,2018-10-31,2018,"2018-2-FW","2018-Q4","2018-10","2018-44",2,FW,HW,HW18,10,44,31,3,Wednesday,October  ,2018-10-31,2018-11-04,2018-10-31,1,2018-11-01
2497,2018-11-01,2018,"2018-2-FW","2018-Q4","2018-11","2018-44",2,FW,HW,HW18,11,44,1,4,Thursday ,November ,2018-11-30,2018-11-04,2018-11-01,1,2018-11-02
2498,2018-11-02,2018,"2018-2-FW","2018-Q4","2018-11","2018-44",2,FW,HW,HW18,11,44,2,5,Friday   ,November ,2018-11-30,2018-11-04,2018-11-02,1,2018-11-05
2499,2018-11-03,2018,"2018-2-FW","2018-Q4","2018-11","2018-44",2,FW,HW,HW18,11,44,3,6,Saturday ,November ,2018-11-30,2018-11-04,2018-11-05,0,2018-11-05
2500,2018-11-04,2018,"2018-2-FW","2018-Q4","2018-11","2018-44",2,FW,HW,HW18,11,44,4,7,Sunday   ,November ,2018-11-30,2018-11-04,2018-11-05,0,2018-11-05
2501,2018-11-05,2018,"2018-2-FW","2018-Q4","2018-11","2018-45",2,FW,HW,HW18,11,45,5,1,Monday   ,November ,2018-11-30,2018-11-11,2018-11-05,1,2018-11-06
2502,2018-11-06,2018,"2018-2-FW","2018-Q4","2018-11","2018-45",2,FW,HW,HW18,11,45,6,2,Tuesday  ,November ,2018-11-30,2018-11-11,2018-11-06,1,2018-11-07
2503,2018-11-07,2018,"2018-2-FW","2018-Q4","2018-11","2018-45",2,FW,HW,HW18,11,45,7,3,Wednesday,November ,2018-11-30,2018-11-11,2018-11-07,1,2018-11-08
2504,2018-11-08,2018,"2018-2-FW","2018-Q4","2018-11","2018-45",2,FW,HW,HW18,11,45,8,4,Thursday ,November ,2018-11-30,2018-11-11,2018-11-08,1,2018-11-09
2505,2018-11-09,2018,"2018-2-FW","2018-Q4","2018-11","2018-45",2,FW,HW,HW18,11,45,9,5,Friday   ,November ,2018-11-30,2018-11-11,2018-11-09,1,2018-11-12
2506,2018-11-10,2018,"2018-2-FW","2018-Q4","2018-11","2018-45",2,FW,HW,HW18,11,45,10,6,Saturday ,November ,2018-11-30,2018-11-11,2018-11-12,0,2018-11-12
2507,2018-11-11,2018,"2018-2-FW","2018-Q4","2018-11","2018-45",2,FW,HW,HW18,11,45,11,7,Sunday   ,November ,2018-11-30,2018-11-11,2018-11-12,0,2018-11-12
2508,2018-11-12,2018,"2018-2-FW","2018-Q4","2018-11","2018-46",2,FW,HW,HW18,11,46,12,1,Monday   ,November ,2018-11-30,2018-11-18,2018-11-12,1,2018-11-13
2509,2018-11-13,2018,"2018-2-FW","2018-Q4","2018-11","2018-46",2,FW,HW,HW18,11,46,13,2,Tuesday  ,November ,2018-11-30,2018-11-18,2018-11-13,1,2018-11-14
2510,2018-11-14,2018,"2018-2-FW","2018-Q4","2018-11","2018-46",2,FW,HW,HW18,11,46,14,3,Wednesday,November ,2018-11-30,2018-11-18,2018-11-14,1,2018-11-15
2511,2018-11-15,2018,"2018-2-FW","2018-Q4","2018-11","2018-46",2,FW,HW,HW18,11,46,15,4,Thursday ,November ,2018-11-30,2018-11-18,2018-11-15,1,2018-11-16
2512,2018-11-16,2018,"2018-2-FW","2018-Q4","2018-11","2018-46",2,FW,HW,HW18,11,46,16,5,Friday   ,November ,2018-11-30,2018-11-18,2018-11-16,1,2018-11-19
2513,2018-11-17,2018,"2018-2-FW","2018-Q4","2018-11","2018-46",2,FW,HW,HW18,11,46,17,6,Saturday ,November ,2018-11-30,2018-11-18,2018-11-19,0,2018-11-19
2514,2018-11-18,2018,"2018-2-FW","2018-Q4","2018-11","2018-46",2,FW,HW,HW18,11,46,18,7,Sunday   ,November ,2018-11-30,2018-11-18,2018-11-19,0,2018-11-19
2515,2018-11-19,2018,"2018-2-FW","2018-Q4","2018-11","2018-47",2,FW,HW,HW18,11,47,19,1,Monday   ,November ,2018-11-30,2018-11-25,2018-11-19,1,2018-11-20
2516,2018-11-20,2018,"2018-2-FW","2018-Q4","2018-11","2018-47",2,FW,HW,HW18,11,47,20,2,Tuesday  ,November ,2018-11-30,2018-11-25,2018-11-20,1,2018-11-21
2517,2018-11-21,2018,"2018-2-FW","2018-Q4","2018-11","2018-47",2,FW,HW,HW18,11,47,21,3,Wednesday,November ,2018-11-30,2018-11-25,2018-11-21,1,2018-11-22
2518,2018-11-22,2018,"2018-2-FW","2018-Q4","2018-11","2018-47",2,FW,HW,HW18,11,47,22,4,Thursday ,November ,2018-11-30,2018-11-25,2018-11-22,1,2018-11-23
2519,2018-11-23,2018,"2018-2-FW","2018-Q4","2018-11","2018-47",2,FW,HW,HW18,11,47,23,5,Friday   ,November ,2018-11-30,2018-11-25,2018-11-23,1,2018-11-26
2520,2018-11-24,2018,"2018-2-FW","2018-Q4","2018-11","2018-47",2,FW,HW,HW18,11,47,24,6,Saturday ,November ,2018-11-30,2018-11-25,2018-11-26,0,2018-11-26
2521,2018-11-25,2018,"2018-2-FW","2018-Q4","2018-11","2018-47",2,FW,HW,HW18,11,47,25,7,Sunday   ,November ,2018-11-30,2018-11-25,2018-11-26,0,2018-11-26
2522,2018-11-26,2018,"2018-2-FW","2018-Q4","2018-11","2018-48",2,FW,HW,HW18,11,48,26,1,Monday   ,November ,2018-11-30,2018-12-02,2018-11-26,1,2018-11-27
2523,2018-11-27,2018,"2018-2-FW","2018-Q4","2018-11","2018-48",2,FW,HW,HW18,11,48,27,2,Tuesday  ,November ,2018-11-30,2018-12-02,2018-11-27,1,2018-11-28
2524,2018-11-28,2018,"2018-2-FW","2018-Q4","2018-11","2018-48",2,FW,HW,HW18,11,48,28,3,Wednesday,November ,2018-11-30,2018-12-02,2018-11-28,1,2018-11-29
2525,2018-11-29,2018,"2018-2-FW","2018-Q4","2018-11","2018-48",2,FW,HW,HW18,11,48,29,4,Thursday ,November ,2018-11-30,2018-12-02,2018-11-29,1,2018-11-30
2526,2018-11-30,2018,"2018-2-FW","2018-Q4","2018-11","2018-48",2,FW,HW,HW18,11,48,30,5,Friday   ,November ,2018-11-30,2018-12-02,2018-11-30,1,2018-12-03
2527,2018-12-01,2018,"2018-2-FW","2018-Q4","2018-12","2018-48",2,FW,HW,HW18,12,48,1,6,Saturday ,December ,2018-12-31,2018-12-02,2018-12-03,0,2018-12-03
2528,2018-12-02,2018,"2018-2-FW","2018-Q4","2018-12","2018-48",2,FW,HW,HW18,12,48,2,7,Sunday   ,December ,2018-12-31,2018-12-02,2018-12-03,0,2018-12-03
2529,2018-12-03,2018,"2018-2-FW","2018-Q4","2018-12","2018-49",2,FW,HW,HW18,12,49,3,1,Monday   ,December ,2018-12-31,2018-12-09,2018-12-03,1,2018-12-04
2530,2018-12-04,2018,"2018-2-FW","2018-Q4","2018-12","2018-49",2,FW,HW,HW18,12,49,4,2,Tuesday  ,December ,2018-12-31,2018-12-09,2018-12-04,1,2018-12-05
2531,2018-12-05,2018,"2018-2-FW","2018-Q4","2018-12","2018-49",2,FW,HW,HW18,12,49,5,3,Wednesday,December ,2018-12-31,2018-12-09,2018-12-05,1,2018-12-06
2532,2018-12-06,2018,"2018-2-FW","2018-Q4","2018-12","2018-49",2,FW,HW,HW18,12,49,6,4,Thursday ,December ,2018-12-31,2018-12-09,2018-12-06,1,2018-12-07
2533,2018-12-07,2018,"2018-2-FW","2018-Q4","2018-12","2018-49",2,FW,HW,HW18,12,49,7,5,Friday   ,December ,2018-12-31,2018-12-09,2018-12-07,1,2018-12-10
2534,2018-12-08,2018,"2018-2-FW","2018-Q4","2018-12","2018-49",2,FW,HW,HW18,12,49,8,6,Saturday ,December ,2018-12-31,2018-12-09,2018-12-10,0,2018-12-10
2535,2018-12-09,2018,"2018-2-FW","2018-Q4","2018-12","2018-49",2,FW,HW,HW18,12,49,9,7,Sunday   ,December ,2018-12-31,2018-12-09,2018-12-10,0,2018-12-10
2536,2018-12-10,2018,"2018-2-FW","2018-Q4","2018-12","2018-50",2,FW,HW,HW18,12,50,10,1,Monday   ,December ,2018-12-31,2018-12-16,2018-12-10,1,2018-12-11
2537,2018-12-11,2018,"2018-2-FW","2018-Q4","2018-12","2018-50",2,FW,HW,HW18,12,50,11,2,Tuesday  ,December ,2018-12-31,2018-12-16,2018-12-11,1,2018-12-12
