"entity_key","date","year","year_season","year_quarter","year_month","year_week","season_number","season","season_de","season_einkauf","month","week","day_of_month","day_of_week","day_name","month_name","last_day_of_month","last_day_of_week","business_day","working_days","next_ship_day"
835,2014-04-14,2014,"2014-1-SS","2014-Q2","2014-04","2014-16",1,SS,FS,FS14,4,16,14,1,Monday   ,April    ,2014-04-30,2014-04-20,2014-04-14,1,2014-04-15
836,2014-04-15,2014,"2014-1-SS","2014-Q2","2014-04","2014-16",1,SS,FS,FS14,4,16,15,2,Tuesday  ,April    ,2014-04-30,2014-04-20,2014-04-15,1,2014-04-16
837,2014-04-16,2014,"2014-1-SS","2014-Q2","2014-04","2014-16",1,SS,FS,FS14,4,16,16,3,Wednesday,April    ,2014-04-30,2014-04-20,2014-04-16,1,2014-04-17
838,2014-04-17,2014,"2014-1-SS","2014-Q2","2014-04","2014-16",1,SS,FS,FS14,4,16,17,4,Thursday ,April    ,2014-04-30,2014-04-20,2014-04-17,1,2014-04-22
839,2014-04-18,2014,"2014-1-SS","2014-Q2","2014-04","2014-16",1,SS,FS,FS14,4,16,18,5,Friday   ,April    ,2014-04-30,2014-04-20,2014-04-22,0,2014-04-22
840,2014-04-19,2014,"2014-1-SS","2014-Q2","2014-04","2014-16",1,SS,FS,FS14,4,16,19,6,Saturday ,April    ,2014-04-30,2014-04-20,2014-04-22,0,2014-04-22
841,2014-04-20,2014,"2014-1-SS","2014-Q2","2014-04","2014-16",1,SS,FS,FS14,4,16,20,7,Sunday   ,April    ,2014-04-30,2014-04-20,2014-04-22,0,2014-04-22
842,2014-04-21,2014,"2014-1-SS","2014-Q2","2014-04","2014-17",1,SS,FS,FS14,4,17,21,1,Monday   ,April    ,2014-04-30,2014-04-27,2014-04-22,0,2014-04-22
843,2014-04-22,2014,"2014-1-SS","2014-Q2","2014-04","2014-17",1,SS,FS,FS14,4,17,22,2,Tuesday  ,April    ,2014-04-30,2014-04-27,2014-04-22,1,2014-04-23
844,2014-04-23,2014,"2014-1-SS","2014-Q2","2014-04","2014-17",1,SS,FS,FS14,4,17,23,3,Wednesday,April    ,2014-04-30,2014-04-27,2014-04-23,1,2014-04-24
845,2014-04-24,2014,"2014-1-SS","2014-Q2","2014-04","2014-17",1,SS,FS,FS14,4,17,24,4,Thursday ,April    ,2014-04-30,2014-04-27,2014-04-24,1,2014-04-25
846,2014-04-25,2014,"2014-1-SS","2014-Q2","2014-04","2014-17",1,SS,FS,FS14,4,17,25,5,Friday   ,April    ,2014-04-30,2014-04-27,2014-04-25,1,2014-04-28
847,2014-04-26,2014,"2014-1-SS","2014-Q2","2014-04","2014-17",1,SS,FS,FS14,4,17,26,6,Saturday ,April    ,2014-04-30,2014-04-27,2014-04-28,0,2014-04-28
848,2014-04-27,2014,"2014-1-SS","2014-Q2","2014-04","2014-17",1,SS,FS,FS14,4,17,27,7,Sunday   ,April    ,2014-04-30,2014-04-27,2014-04-28,0,2014-04-28
849,2014-04-28,2014,"2014-1-SS","2014-Q2","2014-04","2014-18",1,SS,FS,FS14,4,18,28,1,Monday   ,April    ,2014-04-30,2014-05-04,2014-04-28,1,2014-04-29
850,2014-04-29,2014,"2014-1-SS","2014-Q2","2014-04","2014-18",1,SS,FS,FS14,4,18,29,2,Tuesday  ,April    ,2014-04-30,2014-05-04,2014-04-29,1,2014-04-30
851,2014-04-30,2014,"2014-1-SS","2014-Q2","2014-04","2014-18",1,SS,FS,FS14,4,18,30,3,Wednesday,April    ,2014-04-30,2014-05-04,2014-04-30,1,2014-05-02
852,2014-05-01,2014,"2014-1-SS","2014-Q2","2014-05","2014-18",1,SS,FS,FS14,5,18,1,4,Thursday ,May      ,2014-05-31,2014-05-04,2014-05-02,0,2014-05-02
853,2014-05-02,2014,"2014-1-SS","2014-Q2","2014-05","2014-18",1,SS,FS,FS14,5,18,2,5,Friday   ,May      ,2014-05-31,2014-05-04,2014-05-02,1,2014-05-05
854,2014-05-03,2014,"2014-1-SS","2014-Q2","2014-05","2014-18",1,SS,FS,FS14,5,18,3,6,Saturday ,May      ,2014-05-31,2014-05-04,2014-05-05,0,2014-05-05
855,2014-05-04,2014,"2014-1-SS","2014-Q2","2014-05","2014-18",1,SS,FS,FS14,5,18,4,7,Sunday   ,May      ,2014-05-31,2014-05-04,2014-05-05,0,2014-05-05
856,2014-05-05,2014,"2014-1-SS","2014-Q2","2014-05","2014-19",1,SS,FS,FS14,5,19,5,1,Monday   ,May      ,2014-05-31,2014-05-11,2014-05-05,1,2014-05-06
857,2014-05-06,2014,"2014-1-SS","2014-Q2","2014-05","2014-19",1,SS,FS,FS14,5,19,6,2,Tuesday  ,May      ,2014-05-31,2014-05-11,2014-05-06,1,2014-05-07
858,2014-05-07,2014,"2014-1-SS","2014-Q2","2014-05","2014-19",1,SS,FS,FS14,5,19,7,3,Wednesday,May      ,2014-05-31,2014-05-11,2014-05-07,1,2014-05-08
859,2014-05-08,2014,"2014-1-SS","2014-Q2","2014-05","2014-19",1,SS,FS,FS14,5,19,8,4,Thursday ,May      ,2014-05-31,2014-05-11,2014-05-08,1,2014-05-09
860,2014-05-09,2014,"2014-1-SS","2014-Q2","2014-05","2014-19",1,SS,FS,FS14,5,19,9,5,Friday   ,May      ,2014-05-31,2014-05-11,2014-05-09,1,2014-05-12
861,2014-05-10,2014,"2014-1-SS","2014-Q2","2014-05","2014-19",1,SS,FS,FS14,5,19,10,6,Saturday ,May      ,2014-05-31,2014-05-11,2014-05-12,0,2014-05-12
862,2014-05-11,2014,"2014-1-SS","2014-Q2","2014-05","2014-19",1,SS,FS,FS14,5,19,11,7,Sunday   ,May      ,2014-05-31,2014-05-11,2014-05-12,0,2014-05-12
863,2014-05-12,2014,"2014-1-SS","2014-Q2","2014-05","2014-20",1,SS,FS,FS14,5,20,12,1,Monday   ,May      ,2014-05-31,2014-05-18,2014-05-12,1,2014-05-13
864,2014-05-13,2014,"2014-1-SS","2014-Q2","2014-05","2014-20",1,SS,FS,FS14,5,20,13,2,Tuesday  ,May      ,2014-05-31,2014-05-18,2014-05-13,1,2014-05-14
865,2014-05-14,2014,"2014-1-SS","2014-Q2","2014-05","2014-20",1,SS,FS,FS14,5,20,14,3,Wednesday,May      ,2014-05-31,2014-05-18,2014-05-14,1,2014-05-15
866,2014-05-15,2014,"2014-1-SS","2014-Q2","2014-05","2014-20",1,SS,FS,FS14,5,20,15,4,Thursday ,May      ,2014-05-31,2014-05-18,2014-05-15,1,2014-05-16
867,2014-05-16,2014,"2014-1-SS","2014-Q2","2014-05","2014-20",1,SS,FS,FS14,5,20,16,5,Friday   ,May      ,2014-05-31,2014-05-18,2014-05-16,1,2014-05-19
868,2014-05-17,2014,"2014-1-SS","2014-Q2","2014-05","2014-20",1,SS,FS,FS14,5,20,17,6,Saturday ,May      ,2014-05-31,2014-05-18,2014-05-19,0,2014-05-19
869,2014-05-18,2014,"2014-1-SS","2014-Q2","2014-05","2014-20",1,SS,FS,FS14,5,20,18,7,Sunday   ,May      ,2014-05-31,2014-05-18,2014-05-19,0,2014-05-19
870,2014-05-19,2014,"2014-1-SS","2014-Q2","2014-05","2014-21",1,SS,FS,FS14,5,21,19,1,Monday   ,May      ,2014-05-31,2014-05-25,2014-05-19,1,2014-05-20
871,2014-05-20,2014,"2014-1-SS","2014-Q2","2014-05","2014-21",1,SS,FS,FS14,5,21,20,2,Tuesday  ,May      ,2014-05-31,2014-05-25,2014-05-20,1,2014-05-21
872,2014-05-21,2014,"2014-1-SS","2014-Q2","2014-05","2014-21",1,SS,FS,FS14,5,21,21,3,Wednesday,May      ,2014-05-31,2014-05-25,2014-05-21,1,2014-05-22
873,2014-05-22,2014,"2014-1-SS","2014-Q2","2014-05","2014-21",1,SS,FS,FS14,5,21,22,4,Thursday ,May      ,2014-05-31,2014-05-25,2014-05-22,1,2014-05-23
874,2014-05-23,2014,"2014-1-SS","2014-Q2","2014-05","2014-21",1,SS,FS,FS14,5,21,23,5,Friday   ,May      ,2014-05-31,2014-05-25,2014-05-23,1,2014-05-26
875,2014-05-24,2014,"2014-1-SS","2014-Q2","2014-05","2014-21",1,SS,FS,FS14,5,21,24,6,Saturday ,May      ,2014-05-31,2014-05-25,2014-05-26,0,2014-05-26
876,2014-05-25,2014,"2014-1-SS","2014-Q2","2014-05","2014-21",1,SS,FS,FS14,5,21,25,7,Sunday   ,May      ,2014-05-31,2014-05-25,2014-05-26,0,2014-05-26
877,2014-05-26,2014,"2014-1-SS","2014-Q2","2014-05","2014-22",1,SS,FS,FS14,5,22,26,1,Monday   ,May      ,2014-05-31,2014-06-01,2014-05-26,1,2014-05-27
878,2014-05-27,2014,"2014-1-SS","2014-Q2","2014-05","2014-22",1,SS,FS,FS14,5,22,27,2,Tuesday  ,May      ,2014-05-31,2014-06-01,2014-05-27,1,2014-05-28
879,2014-05-28,2014,"2014-1-SS","2014-Q2","2014-05","2014-22",1,SS,FS,FS14,5,22,28,3,Wednesday,May      ,2014-05-31,2014-06-01,2014-05-28,1,2014-05-30
880,2014-05-29,2014,"2014-1-SS","2014-Q2","2014-05","2014-22",1,SS,FS,FS14,5,22,29,4,Thursday ,May      ,2014-05-31,2014-06-01,2014-05-30,0,2014-05-30
881,2014-05-30,2014,"2014-1-SS","2014-Q2","2014-05","2014-22",1,SS,FS,FS14,5,22,30,5,Friday   ,May      ,2014-05-31,2014-06-01,2014-05-30,1,2014-06-02
882,2014-05-31,2014,"2014-1-SS","2014-Q2","2014-05","2014-22",1,SS,FS,FS14,5,22,31,6,Saturday ,May      ,2014-05-31,2014-06-01,2014-06-02,0,2014-06-02
883,2014-06-01,2014,"2014-1-SS","2014-Q2","2014-06","2014-22",1,SS,FS,FS14,6,22,1,7,Sunday   ,June     ,2014-06-30,2014-06-01,2014-06-02,0,2014-06-02
884,2014-06-02,2014,"2014-1-SS","2014-Q2","2014-06","2014-23",1,SS,FS,FS14,6,23,2,1,Monday   ,June     ,2014-06-30,2014-06-08,2014-06-02,1,2014-06-03
885,2014-06-03,2014,"2014-1-SS","2014-Q2","2014-06","2014-23",1,SS,FS,FS14,6,23,3,2,Tuesday  ,June     ,2014-06-30,2014-06-08,2014-06-03,1,2014-06-04
886,2014-06-04,2014,"2014-1-SS","2014-Q2","2014-06","2014-23",1,SS,FS,FS14,6,23,4,3,Wednesday,June     ,2014-06-30,2014-06-08,2014-06-04,1,2014-06-05
887,2014-06-05,2014,"2014-1-SS","2014-Q2","2014-06","2014-23",1,SS,FS,FS14,6,23,5,4,Thursday ,June     ,2014-06-30,2014-06-08,2014-06-05,1,2014-06-06
888,2014-06-06,2014,"2014-1-SS","2014-Q2","2014-06","2014-23",1,SS,FS,FS14,6,23,6,5,Friday   ,June     ,2014-06-30,2014-06-08,2014-06-06,1,2014-06-10
889,2014-06-07,2014,"2014-1-SS","2014-Q2","2014-06","2014-23",1,SS,FS,FS14,6,23,7,6,Saturday ,June     ,2014-06-30,2014-06-08,2014-06-10,0,2014-06-10
890,2014-06-08,2014,"2014-1-SS","2014-Q2","2014-06","2014-23",1,SS,FS,FS14,6,23,8,7,Sunday   ,June     ,2014-06-30,2014-06-08,2014-06-10,0,2014-06-10
891,2014-06-09,2014,"2014-1-SS","2014-Q2","2014-06","2014-24",1,SS,FS,FS14,6,24,9,1,Monday   ,June     ,2014-06-30,2014-06-15,2014-06-10,0,2014-06-10
892,2014-06-10,2014,"2014-1-SS","2014-Q2","2014-06","2014-24",1,SS,FS,FS14,6,24,10,2,Tuesday  ,June     ,2014-06-30,2014-06-15,2014-06-10,1,2014-06-11
893,2014-06-11,2014,"2014-1-SS","2014-Q2","2014-06","2014-24",1,SS,FS,FS14,6,24,11,3,Wednesday,June     ,2014-06-30,2014-06-15,2014-06-11,1,2014-06-12
894,2014-06-12,2014,"2014-1-SS","2014-Q2","2014-06","2014-24",1,SS,FS,FS14,6,24,12,4,Thursday ,June     ,2014-06-30,2014-06-15,2014-06-12,1,2014-06-13
895,2014-06-13,2014,"2014-1-SS","2014-Q2","2014-06","2014-24",1,SS,FS,FS14,6,24,13,5,Friday   ,June     ,2014-06-30,2014-06-15,2014-06-13,1,2014-06-16
896,2014-06-14,2014,"2014-1-SS","2014-Q2","2014-06","2014-24",1,SS,FS,FS14,6,24,14,6,Saturday ,June     ,2014-06-30,2014-06-15,2014-06-16,0,2014-06-16
897,2014-06-15,2014,"2014-1-SS","2014-Q2","2014-06","2014-24",1,SS,FS,FS14,6,24,15,7,Sunday   ,June     ,2014-06-30,2014-06-15,2014-06-16,0,2014-06-16
898,2014-06-16,2014,"2014-1-SS","2014-Q2","2014-06","2014-25",1,SS,FS,FS14,6,25,16,1,Monday   ,June     ,2014-06-30,2014-06-22,2014-06-16,1,2014-06-17
899,2014-06-17,2014,"2014-1-SS","2014-Q2","2014-06","2014-25",1,SS,FS,FS14,6,25,17,2,Tuesday  ,June     ,2014-06-30,2014-06-22,2014-06-17,1,2014-06-18
900,2014-06-18,2014,"2014-1-SS","2014-Q2","2014-06","2014-25",1,SS,FS,FS14,6,25,18,3,Wednesday,June     ,2014-06-30,2014-06-22,2014-06-18,1,2014-06-19
901,2014-06-19,2014,"2014-1-SS","2014-Q2","2014-06","2014-25",1,SS,FS,FS14,6,25,19,4,Thursday ,June     ,2014-06-30,2014-06-22,2014-06-19,1,2014-06-20
902,2014-06-20,2014,"2014-1-SS","2014-Q2","2014-06","2014-25",1,SS,FS,FS14,6,25,20,5,Friday   ,June     ,2014-06-30,2014-06-22,2014-06-20,1,2014-06-23
903,2014-06-21,2014,"2014-1-SS","2014-Q2","2014-06","2014-25",1,SS,FS,FS14,6,25,21,6,Saturday ,June     ,2014-06-30,2014-06-22,2014-06-23,0,2014-06-23
904,2014-06-22,2014,"2014-1-SS","2014-Q2","2014-06","2014-25",1,SS,FS,FS14,6,25,22,7,Sunday   ,June     ,2014-06-30,2014-06-22,2014-06-23,0,2014-06-23
905,2014-06-23,2014,"2014-1-SS","2014-Q2","2014-06","2014-26",1,SS,FS,FS14,6,26,23,1,Monday   ,June     ,2014-06-30,2014-06-29,2014-06-23,1,2014-06-24
906,2014-06-24,2014,"2014-1-SS","2014-Q2","2014-06","2014-26",1,SS,FS,FS14,6,26,24,2,Tuesday  ,June     ,2014-06-30,2014-06-29,2014-06-24,1,2014-06-25
907,2014-06-25,2014,"2014-1-SS","2014-Q2","2014-06","2014-26",1,SS,FS,FS14,6,26,25,3,Wednesday,June     ,2014-06-30,2014-06-29,2014-06-25,1,2014-06-26
908,2014-06-26,2014,"2014-1-SS","2014-Q2","2014-06","2014-26",1,SS,FS,FS14,6,26,26,4,Thursday ,June     ,2014-06-30,2014-06-29,2014-06-26,1,2014-06-27
909,2014-06-27,2014,"2014-1-SS","2014-Q2","2014-06","2014-26",1,SS,FS,FS14,6,26,27,5,Friday   ,June     ,2014-06-30,2014-06-29,2014-06-27,1,2014-06-30
910,2014-06-28,2014,"2014-1-SS","2014-Q2","2014-06","2014-26",1,SS,FS,FS14,6,26,28,6,Saturday ,June     ,2014-06-30,2014-06-29,2014-06-30,0,2014-06-30
911,2014-06-29,2014,"2014-1-SS","2014-Q2","2014-06","2014-26",1,SS,FS,FS14,6,26,29,7,Sunday   ,June     ,2014-06-30,2014-06-29,2014-06-30,0,2014-06-30
912,2014-06-30,2014,"2014-1-SS","2014-Q2","2014-06","2014-27",1,SS,FS,FS14,6,27,30,1,Monday   ,June     ,2014-06-30,2014-07-06,2014-06-30,1,2014-07-01
913,2014-07-01,2014,"2014-2-FW","2014-Q3","2014-07","2014-27",2,FW,HW,HW14,7,27,1,2,Tuesday  ,July     ,2014-07-31,2014-07-06,2014-07-01,1,2014-07-02
914,2014-07-02,2014,"2014-2-FW","2014-Q3","2014-07","2014-27",2,FW,HW,HW14,7,27,2,3,Wednesday,July     ,2014-07-31,2014-07-06,2014-07-02,1,2014-07-03
915,2014-07-03,2014,"2014-2-FW","2014-Q3","2014-07","2014-27",2,FW,HW,HW14,7,27,3,4,Thursday ,July     ,2014-07-31,2014-07-06,2014-07-03,1,2014-07-04
916,2014-07-04,2014,"2014-2-FW","2014-Q3","2014-07","2014-27",2,FW,HW,HW14,7,27,4,5,Friday   ,July     ,2014-07-31,2014-07-06,2014-07-04,1,2014-07-07
917,2014-07-05,2014,"2014-2-FW","2014-Q3","2014-07","2014-27",2,FW,HW,HW14,7,27,5,6,Saturday ,July     ,2014-07-31,2014-07-06,2014-07-07,0,2014-07-07
918,2014-07-06,2014,"2014-2-FW","2014-Q3","2014-07","2014-27",2,FW,HW,HW14,7,27,6,7,Sunday   ,July     ,2014-07-31,2014-07-06,2014-07-07,0,2014-07-07
919,2014-07-07,2014,"2014-2-FW","2014-Q3","2014-07","2014-28",2,FW,HW,HW14,7,28,7,1,Monday   ,July     ,2014-07-31,2014-07-13,2014-07-07,1,2014-07-08
920,2014-07-08,2014,"2014-2-FW","2014-Q3","2014-07","2014-28",2,FW,HW,HW14,7,28,8,2,Tuesday  ,July     ,2014-07-31,2014-07-13,2014-07-08,1,2014-07-09
921,2014-07-09,2014,"2014-2-FW","2014-Q3","2014-07","2014-28",2,FW,HW,HW14,7,28,9,3,Wednesday,July     ,2014-07-31,2014-07-13,2014-07-09,1,2014-07-10
922,2014-07-10,2014,"2014-2-FW","2014-Q3","2014-07","2014-28",2,FW,HW,HW14,7,28,10,4,Thursday ,July     ,2014-07-31,2014-07-13,2014-07-10,1,2014-07-11
923,2014-07-11,2014,"2014-2-FW","2014-Q3","2014-07","2014-28",2,FW,HW,HW14,7,28,11,5,Friday   ,July     ,2014-07-31,2014-07-13,2014-07-11,1,2014-07-14
924,2014-07-12,2014,"2014-2-FW","2014-Q3","2014-07","2014-28",2,FW,HW,HW14,7,28,12,6,Saturday ,July     ,2014-07-31,2014-07-13,2014-07-14,0,2014-07-14
925,2014-07-13,2014,"2014-2-FW","2014-Q3","2014-07","2014-28",2,FW,HW,HW14,7,28,13,7,Sunday   ,July     ,2014-07-31,2014-07-13,2014-07-14,0,2014-07-14
926,2014-07-14,2014,"2014-2-FW","2014-Q3","2014-07","2014-29",2,FW,HW,HW14,7,29,14,1,Monday   ,July     ,2014-07-31,2014-07-20,2014-07-14,1,2014-07-15
927,2014-07-15,2014,"2014-2-FW","2014-Q3","2014-07","2014-29",2,FW,HW,HW14,7,29,15,2,Tuesday  ,July     ,2014-07-31,2014-07-20,2014-07-15,1,2014-07-16
928,2014-07-16,2014,"2014-2-FW","2014-Q3","2014-07","2014-29",2,FW,HW,HW14,7,29,16,3,Wednesday,July     ,2014-07-31,2014-07-20,2014-07-16,1,2014-07-17
929,2014-07-17,2014,"2014-2-FW","2014-Q3","2014-07","2014-29",2,FW,HW,HW14,7,29,17,4,Thursday ,July     ,2014-07-31,2014-07-20,2014-07-17,1,2014-07-18
930,2014-07-18,2014,"2014-2-FW","2014-Q3","2014-07","2014-29",2,FW,HW,HW14,7,29,18,5,Friday   ,July     ,2014-07-31,2014-07-20,2014-07-18,1,2014-07-21
931,2014-07-19,2014,"2014-2-FW","2014-Q3","2014-07","2014-29",2,FW,HW,HW14,7,29,19,6,Saturday ,July     ,2014-07-31,2014-07-20,2014-07-21,0,2014-07-21
932,2014-07-20,2014,"2014-2-FW","2014-Q3","2014-07","2014-29",2,FW,HW,HW14,7,29,20,7,Sunday   ,July     ,2014-07-31,2014-07-20,2014-07-21,0,2014-07-21
933,2014-07-21,2014,"2014-2-FW","2014-Q3","2014-07","2014-30",2,FW,HW,HW14,7,30,21,1,Monday   ,July     ,2014-07-31,2014-07-27,2014-07-21,1,2014-07-22
934,2014-07-22,2014,"2014-2-FW","2014-Q3","2014-07","2014-30",2,FW,HW,HW14,7,30,22,2,Tuesday  ,July     ,2014-07-31,2014-07-27,2014-07-22,1,2014-07-23
935,2014-07-23,2014,"2014-2-FW","2014-Q3","2014-07","2014-30",2,FW,HW,HW14,7,30,23,3,Wednesday,July     ,2014-07-31,2014-07-27,2014-07-23,1,2014-07-24
936,2014-07-24,2014,"2014-2-FW","2014-Q3","2014-07","2014-30",2,FW,HW,HW14,7,30,24,4,Thursday ,July     ,2014-07-31,2014-07-27,2014-07-24,1,2014-07-25
937,2014-07-25,2014,"2014-2-FW","2014-Q3","2014-07","2014-30",2,FW,HW,HW14,7,30,25,5,Friday   ,July     ,2014-07-31,2014-07-27,2014-07-25,1,2014-07-28
938,2014-07-26,2014,"2014-2-FW","2014-Q3","2014-07","2014-30",2,FW,HW,HW14,7,30,26,6,Saturday ,July     ,2014-07-31,2014-07-27,2014-07-28,0,2014-07-28
939,2014-07-27,2014,"2014-2-FW","2014-Q3","2014-07","2014-30",2,FW,HW,HW14,7,30,27,7,Sunday   ,July     ,2014-07-31,2014-07-27,2014-07-28,0,2014-07-28
940,2014-07-28,2014,"2014-2-FW","2014-Q3","2014-07","2014-31",2,FW,HW,HW14,7,31,28,1,Monday   ,July     ,2014-07-31,2014-08-03,2014-07-28,1,2014-07-29
941,2014-07-29,2014,"2014-2-FW","2014-Q3","2014-07","2014-31",2,FW,HW,HW14,7,31,29,2,Tuesday  ,July     ,2014-07-31,2014-08-03,2014-07-29,1,2014-07-30
942,2014-07-30,2014,"2014-2-FW","2014-Q3","2014-07","2014-31",2,FW,HW,HW14,7,31,30,3,Wednesday,July     ,2014-07-31,2014-08-03,2014-07-30,1,2014-07-31
943,2014-07-31,2014,"2014-2-FW","2014-Q3","2014-07","2014-31",2,FW,HW,HW14,7,31,31,4,Thursday ,July     ,2014-07-31,2014-08-03,2014-07-31,1,2014-08-01
944,2014-08-01,2014,"2014-2-FW","2014-Q3","2014-08","2014-31",2,FW,HW,HW14,8,31,1,5,Friday   ,August   ,2014-08-31,2014-08-03,2014-08-01,1,2014-08-04
945,2014-08-02,2014,"2014-2-FW","2014-Q3","2014-08","2014-31",2,FW,HW,HW14,8,31,2,6,Saturday ,August   ,2014-08-31,2014-08-03,2014-08-04,0,2014-08-04
946,2014-08-03,2014,"2014-2-FW","2014-Q3","2014-08","2014-31",2,FW,HW,HW14,8,31,3,7,Sunday   ,August   ,2014-08-31,2014-08-03,2014-08-04,0,2014-08-04
947,2014-08-04,2014,"2014-2-FW","2014-Q3","2014-08","2014-32",2,FW,HW,HW14,8,32,4,1,Monday   ,August   ,2014-08-31,2014-08-10,2014-08-04,1,2014-08-05
948,2014-08-05,2014,"2014-2-FW","2014-Q3","2014-08","2014-32",2,FW,HW,HW14,8,32,5,2,Tuesday  ,August   ,2014-08-31,2014-08-10,2014-08-05,1,2014-08-06
949,2014-08-06,2014,"2014-2-FW","2014-Q3","2014-08","2014-32",2,FW,HW,HW14,8,32,6,3,Wednesday,August   ,2014-08-31,2014-08-10,2014-08-06,1,2014-08-07
950,2014-08-07,2014,"2014-2-FW","2014-Q3","2014-08","2014-32",2,FW,HW,HW14,8,32,7,4,Thursday ,August   ,2014-08-31,2014-08-10,2014-08-07,1,2014-08-08
951,2014-08-08,2014,"2014-2-FW","2014-Q3","2014-08","2014-32",2,FW,HW,HW14,8,32,8,5,Friday   ,August   ,2014-08-31,2014-08-10,2014-08-08,1,2014-08-11
952,2014-08-09,2014,"2014-2-FW","2014-Q3","2014-08","2014-32",2,FW,HW,HW14,8,32,9,6,Saturday ,August   ,2014-08-31,2014-08-10,2014-08-11,0,2014-08-11
953,2014-08-10,2014,"2014-2-FW","2014-Q3","2014-08","2014-32",2,FW,HW,HW14,8,32,10,7,Sunday   ,August   ,2014-08-31,2014-08-10,2014-08-11,0,2014-08-11
954,2014-08-11,2014,"2014-2-FW","2014-Q3","2014-08","2014-33",2,FW,HW,HW14,8,33,11,1,Monday   ,August   ,2014-08-31,2014-08-17,2014-08-11,1,2014-08-12
955,2014-08-12,2014,"2014-2-FW","2014-Q3","2014-08","2014-33",2,FW,HW,HW14,8,33,12,2,Tuesday  ,August   ,2014-08-31,2014-08-17,2014-08-12,1,2014-08-13
956,2014-08-13,2014,"2014-2-FW","2014-Q3","2014-08","2014-33",2,FW,HW,HW14,8,33,13,3,Wednesday,August   ,2014-08-31,2014-08-17,2014-08-13,1,2014-08-14
957,2014-08-14,2014,"2014-2-FW","2014-Q3","2014-08","2014-33",2,FW,HW,HW14,8,33,14,4,Thursday ,August   ,2014-08-31,2014-08-17,2014-08-14,1,2014-08-15
958,2014-08-15,2014,"2014-2-FW","2014-Q3","2014-08","2014-33",2,FW,HW,HW14,8,33,15,5,Friday   ,August   ,2014-08-31,2014-08-17,2014-08-15,1,2014-08-18
959,2014-08-16,2014,"2014-2-FW","2014-Q3","2014-08","2014-33",2,FW,HW,HW14,8,33,16,6,Saturday ,August   ,2014-08-31,2014-08-17,2014-08-18,0,2014-08-18
960,2014-08-17,2014,"2014-2-FW","2014-Q3","2014-08","2014-33",2,FW,HW,HW14,8,33,17,7,Sunday   ,August   ,2014-08-31,2014-08-17,2014-08-18,0,2014-08-18
961,2014-08-18,2014,"2014-2-FW","2014-Q3","2014-08","2014-34",2,FW,HW,HW14,8,34,18,1,Monday   ,August   ,2014-08-31,2014-08-24,2014-08-18,1,2014-08-19
962,2014-08-19,2014,"2014-2-FW","2014-Q3","2014-08","2014-34",2,FW,HW,HW14,8,34,19,2,Tuesday  ,August   ,2014-08-31,2014-08-24,2014-08-19,1,2014-08-20
963,2014-08-20,2014,"2014-2-FW","2014-Q3","2014-08","2014-34",2,FW,HW,HW14,8,34,20,3,Wednesday,August   ,2014-08-31,2014-08-24,2014-08-20,1,2014-08-21
964,2014-08-21,2014,"2014-2-FW","2014-Q3","2014-08","2014-34",2,FW,HW,HW14,8,34,21,4,Thursday ,August   ,2014-08-31,2014-08-24,2014-08-21,1,2014-08-22
965,2014-08-22,2014,"2014-2-FW","2014-Q3","2014-08","2014-34",2,FW,HW,HW14,8,34,22,5,Friday   ,August   ,2014-08-31,2014-08-24,2014-08-22,1,2014-08-25
966,2014-08-23,2014,"2014-2-FW","2014-Q3","2014-08","2014-34",2,FW,HW,HW14,8,34,23,6,Saturday ,August   ,2014-08-31,2014-08-24,2014-08-25,0,2014-08-25
967,2014-08-24,2014,"2014-2-FW","2014-Q3","2014-08","2014-34",2,FW,HW,HW14,8,34,24,7,Sunday   ,August   ,2014-08-31,2014-08-24,2014-08-25,0,2014-08-25
968,2014-08-25,2014,"2014-2-FW","2014-Q3","2014-08","2014-35",2,FW,HW,HW14,8,35,25,1,Monday   ,August   ,2014-08-31,2014-08-31,2014-08-25,1,2014-08-26
969,2014-08-26,2014,"2014-2-FW","2014-Q3","2014-08","2014-35",2,FW,HW,HW14,8,35,26,2,Tuesday  ,August   ,2014-08-31,2014-08-31,2014-08-26,1,2014-08-27
970,2014-08-27,2014,"2014-2-FW","2014-Q3","2014-08","2014-35",2,FW,HW,HW14,8,35,27,3,Wednesday,August   ,2014-08-31,2014-08-31,2014-08-27,1,2014-08-28
971,2014-08-28,2014,"2014-2-FW","2014-Q3","2014-08","2014-35",2,FW,HW,HW14,8,35,28,4,Thursday ,August   ,2014-08-31,2014-08-31,2014-08-28,1,2014-08-29
972,2014-08-29,2014,"2014-2-FW","2014-Q3","2014-08","2014-35",2,FW,HW,HW14,8,35,29,5,Friday   ,August   ,2014-08-31,2014-08-31,2014-08-29,1,2014-09-01
973,2014-08-30,2014,"2014-2-FW","2014-Q3","2014-08","2014-35",2,FW,HW,HW14,8,35,30,6,Saturday ,August   ,2014-08-31,2014-08-31,2014-09-01,0,2014-09-01
974,2014-08-31,2014,"2014-2-FW","2014-Q3","2014-08","2014-35",2,FW,HW,HW14,8,35,31,7,Sunday   ,August   ,2014-08-31,2014-08-31,2014-09-01,0,2014-09-01
975,2014-09-01,2014,"2014-2-FW","2014-Q3","2014-09","2014-36",2,FW,HW,HW14,9,36,1,1,Monday   ,September,2014-09-30,2014-09-07,2014-09-01,1,2014-09-02
